id_avis,id_client,id_livre,note,commentaire,dateavis
903,91,996,5,"Décevant, je m'attendais à mieux.",2023-12-20
904,445,541,4,,2017-06-08
905,100,374,4,Histoire intéressante mais style un peu lourd.,2019-01-30
906,186,819,5,Une œuvre marquante qui laisse une empreinte durable.,2018-06-09
907,105,278,5,"Très bien écrit, une lecture agréable.",2015-11-14
908,54,479,3,Histoire intéressante mais style un peu lourd.,2018-04-15
909,291,341,4,"Très bien écrit, une lecture agréable.",2022-01-31
910,284,545,5,,2022-01-05
911,394,308,4,Passionnant du début à la fin.,2015-11-02
912,83,640,2,"Une belle découverte, l'auteur a beaucoup de talent.",2018-01-23
913,386,503,4,,2017-10-27
914,339,397,3,Impossible à lâcher ! Un vrai page-turner.,2019-12-17
915,89,260,4,"Un chef-d'œuvre absolu, à lire absolument.",2022-04-23
916,465,637,4,Passionnant du début à la fin.,2023-07-30
917,331,584,5,"Excellent livre, je le recommande vivement !",2015-09-08
918,238,324,5,Une œuvre marquante qui laisse une empreinte durable.,2015-11-05
919,409,542,3,Très instructif et bien documenté.,2016-12-27
920,470,704,5,,2020-03-21
921,417,910,4,"J'ai adoré les personnages, très bien construits.",2017-03-16
922,40,27,5,,2017-10-25
923,208,308,5,"Plutôt moyen, rien d'exceptionnel.",2020-12-31
924,328,697,5,"Décevant, je m'attendais à mieux.",2018-06-17
925,106,763,1,"Très bien écrit, une lecture agréable.",2018-01-05
926,324,426,1,"J'ai adoré les personnages, très bien construits.",2021-08-15
927,200,117,5,Très instructif et bien documenté.,2022-01-10
928,212,249,5,Très instructif et bien documenté.,2016-02-24
929,452,832,2,"Très bien écrit, une lecture agréable.",2020-10-26
930,468,503,4,"Excellent livre, je le recommande vivement !",2019-04-30
931,174,10,4,Histoire intéressante mais style un peu lourd.,2019-11-29
932,43,359,4,,2016-11-05
933,164,3,2,"Très bien écrit, une lecture agréable.",2019-08-29
934,23,2,5,"Décevant, je m'attendais à mieux.",2020-05-22
935,85,572,5,"Une belle découverte, l'auteur a beaucoup de talent.",2023-11-07
936,493,881,4,"Décevant, je m'attendais à mieux.",2016-04-07
937,474,177,2,"Très bien écrit, une lecture agréable.",2017-12-18
938,383,719,4,Passionnant du début à la fin.,2015-05-31
939,436,474,4,Très instructif et bien documenté.,2021-10-12
940,417,652,5,Histoire intéressante mais style un peu lourd.,2016-11-02
941,17,954,2,,2015-12-14
942,143,859,3,"Excellent livre, je le recommande vivement !",2022-03-13
943,244,229,5,,2022-11-29
944,433,547,5,,2018-12-20
945,297,378,3,Passionnant du début à la fin.,2023-04-19
946,307,726,5,Passionnant du début à la fin.,2022-05-26
947,241,715,4,"Plutôt moyen, rien d'exceptionnel.",2022-11-16
948,392,624,4,"Excellent livre, je le recommande vivement !",2018-10-24
949,161,511,4,Très instructif et bien documenté.,2022-03-11
950,274,869,5,"Une belle découverte, l'auteur a beaucoup de talent.",2015-03-06
951,241,320,5,,2019-02-20
952,301,224,4,Impossible à lâcher ! Un vrai page-turner.,2016-02-28
953,163,5,5,"Un chef-d'œuvre absolu, à lire absolument.",2021-05-22
954,29,999,3,"Une belle découverte, l'auteur a beaucoup de talent.",2023-04-28
955,14,896,2,Impossible à lâcher ! Un vrai page-turner.,2022-02-04
956,210,634,4,"J'ai adoré les personnages, très bien construits.",2015-03-03
957,438,633,4,Une œuvre marquante qui laisse une empreinte durable.,2020-03-31
958,465,940,4,Passionnant du début à la fin.,2024-06-24
959,42,817,3,,2020-08-11
960,149,133,4,"Une belle découverte, l'auteur a beaucoup de talent.",2018-06-27
961,430,672,3,,2015-04-06
962,449,804,2,Très instructif et bien documenté.,2018-04-16
963,32,514,3,Une œuvre marquante qui laisse une empreinte durable.,2017-08-17
964,165,416,4,Histoire intéressante mais style un peu lourd.,2022-03-10
965,126,482,5,Très instructif et bien documenté.,2018-09-17
966,20,843,4,Une œuvre marquante qui laisse une empreinte durable.,2019-01-24
967,397,793,3,"Plutôt moyen, rien d'exceptionnel.",2024-10-25
968,441,259,4,"J'ai adoré les personnages, très bien construits.",2018-12-15
969,373,943,5,"Décevant, je m'attendais à mieux.",2016-11-29
970,483,339,5,Histoire intéressante mais style un peu lourd.,2019-09-14
971,235,813,4,"Très bien écrit, une lecture agréable.",2022-05-26
972,252,825,3,,2016-10-08
973,437,492,4,"Décevant, je m'attendais à mieux.",2021-12-19
974,141,577,4,"Une belle découverte, l'auteur a beaucoup de talent.",2018-09-04
975,450,166,3,"Plutôt moyen, rien d'exceptionnel.",2017-11-09
976,348,895,4,Très instructif et bien documenté.,2015-08-05
977,73,62,5,Passionnant du début à la fin.,2018-01-07
978,20,449,1,"Très bien écrit, une lecture agréable.",2018-11-03
979,293,732,2,,2016-08-10
980,213,578,5,Passionnant du début à la fin.,2017-06-25
981,429,712,4,,2017-04-06
982,346,965,4,"J'ai adoré les personnages, très bien construits.",2017-10-11
983,171,165,4,Histoire intéressante mais style un peu lourd.,2016-06-19
984,371,445,5,,2015-09-01
985,262,363,2,"Un chef-d'œuvre absolu, à lire absolument.",2017-04-17
986,135,907,4,,2021-09-18
987,256,539,4,Impossible à lâcher ! Un vrai page-turner.,2017-01-05
988,334,392,5,"Un chef-d'œuvre absolu, à lire absolument.",2022-05-23
989,112,709,4,"J'ai adoré les personnages, très bien construits.",2021-11-15
990,34,493,2,"Une belle découverte, l'auteur a beaucoup de talent.",2015-07-17
991,126,208,5,Une œuvre marquante qui laisse une empreinte durable.,2017-08-05
992,32,517,5,"Très bien écrit, une lecture agréable.",2020-12-07
993,333,309,3,"Une belle découverte, l'auteur a beaucoup de talent.",2015-08-11
994,341,186,4,"Un chef-d'œuvre absolu, à lire absolument.",2015-12-24
995,114,483,5,"J'ai adoré les personnages, très bien construits.",2016-10-10
996,351,931,2,"Une belle découverte, l'auteur a beaucoup de talent.",2020-06-11
997,372,1000,5,"Plutôt moyen, rien d'exceptionnel.",2023-10-13
998,238,466,3,"Plutôt moyen, rien d'exceptionnel.",2019-03-27
999,160,366,3,"Excellent livre, je le recommande vivement !",2017-05-02
1000,129,922,5,,2018-09-17
1001,413,882,4,"J'ai adoré les personnages, très bien construits.",2023-02-04
1002,57,111,5,,2021-12-31
1003,105,588,3,"Excellent livre, je le recommande vivement !",2021-01-10
1004,317,750,5,,2017-10-18
1005,97,669,5,,2019-02-04
1006,348,764,5,Une œuvre marquante qui laisse une empreinte durable.,2020-10-31
1007,162,345,5,,2015-04-04
1008,74,386,3,"Une belle découverte, l'auteur a beaucoup de talent.",2015-02-28
1009,198,451,3,,2022-02-02
1010,64,765,5,Impossible à lâcher ! Un vrai page-turner.,2020-05-09
1011,224,161,2,"Une belle découverte, l'auteur a beaucoup de talent.",2018-03-16
1012,288,251,5,"Décevant, je m'attendais à mieux.",2020-01-31
1013,357,900,5,"Un chef-d'œuvre absolu, à lire absolument.",2015-08-12
1014,90,598,3,Passionnant du début à la fin.,2024-04-02
1015,245,941,3,,2015-05-18
1016,81,235,5,Passionnant du début à la fin.,2020-09-08
1017,318,212,4,"Décevant, je m'attendais à mieux.",2019-03-13
1018,280,186,4,Impossible à lâcher ! Un vrai page-turner.,2021-10-04
1019,458,87,4,"J'ai adoré les personnages, très bien construits.",2021-08-11
1020,489,984,3,"Très bien écrit, une lecture agréable.",2019-04-23
1021,348,743,3,"J'ai adoré les personnages, très bien construits.",2022-12-05
1022,359,598,3,"Une belle découverte, l'auteur a beaucoup de talent.",2022-05-14
1023,151,306,4,"Décevant, je m'attendais à mieux.",2017-09-02
1024,423,599,1,Passionnant du début à la fin.,2016-11-26
1025,156,894,3,"J'ai adoré les personnages, très bien construits.",2020-11-25
1026,193,508,4,"Plutôt moyen, rien d'exceptionnel.",2024-12-26
1027,5,807,2,"Plutôt moyen, rien d'exceptionnel.",2021-09-19
1028,352,355,5,,2022-09-06
1029,155,385,4,,2021-11-28
1030,348,772,3,Une œuvre marquante qui laisse une empreinte durable.,2018-11-08
1031,463,46,5,"J'ai adoré les personnages, très bien construits.",2015-04-25
1032,30,817,4,"Plutôt moyen, rien d'exceptionnel.",2020-06-03
1033,461,729,1,"Un chef-d'œuvre absolu, à lire absolument.",2018-01-10
1034,359,872,4,"Très bien écrit, une lecture agréable.",2019-08-22
1035,51,227,4,,2020-06-19
1036,301,633,2,"Très bien écrit, une lecture agréable.",2019-04-28
1037,454,275,4,"Décevant, je m'attendais à mieux.",2020-06-21
1038,177,296,4,"J'ai adoré les personnages, très bien construits.",2022-06-23
1039,448,207,5,"Une belle découverte, l'auteur a beaucoup de talent.",2020-06-29
1040,352,921,4,Passionnant du début à la fin.,2022-08-17
1041,27,434,5,Impossible à lâcher ! Un vrai page-turner.,2015-10-15
1042,178,368,5,,2018-08-24
1043,187,856,4,"Une belle découverte, l'auteur a beaucoup de talent.",2019-08-26
1044,287,597,5,Très instructif et bien documenté.,2017-09-08
1045,216,957,5,"Une belle découverte, l'auteur a beaucoup de talent.",2022-03-03
1046,8,350,4,"Très bien écrit, une lecture agréable.",2022-10-20
1047,212,120,5,,2017-04-28
1048,301,343,4,,2016-06-23
1049,134,929,4,,2016-08-31
1050,192,405,4,,2016-06-10
1051,42,972,2,Très instructif et bien documenté.,2020-01-22
1052,433,757,5,"J'ai adoré les personnages, très bien construits.",2024-11-02
1053,199,594,4,"Plutôt moyen, rien d'exceptionnel.",2021-05-28
1054,386,848,4,"Une belle découverte, l'auteur a beaucoup de talent.",2023-04-18
1055,102,88,4,"Excellent livre, je le recommande vivement !",2018-11-24
1056,83,507,4,"Un chef-d'œuvre absolu, à lire absolument.",2019-05-12
1057,293,897,5,,2023-07-18
1058,178,834,4,,2017-10-22
1059,69,241,1,,2020-05-31
1060,145,416,4,"Excellent livre, je le recommande vivement !",2016-03-29
1061,250,400,3,,2021-10-17
1062,47,585,5,"Un chef-d'œuvre absolu, à lire absolument.",2020-03-26
1063,350,668,1,Une œuvre marquante qui laisse une empreinte durable.,2018-11-17
1064,116,832,4,"Décevant, je m'attendais à mieux.",2016-12-12
1065,99,13,4,"Plutôt moyen, rien d'exceptionnel.",2017-04-24
1066,329,755,4,"Une belle découverte, l'auteur a beaucoup de talent.",2021-12-15
1067,375,297,3,Histoire intéressante mais style un peu lourd.,2023-12-23
1068,34,2,5,"J'ai adoré les personnages, très bien construits.",2015-05-25
1069,112,876,5,"Excellent livre, je le recommande vivement !",2017-06-11
1070,386,131,3,"J'ai adoré les personnages, très bien construits.",2019-12-26
1071,156,886,4,"J'ai adoré les personnages, très bien construits.",2023-11-26
1072,167,131,4,Passionnant du début à la fin.,2024-05-29
1073,212,83,2,"Décevant, je m'attendais à mieux.",2015-02-22
1074,428,1000,4,"Une belle découverte, l'auteur a beaucoup de talent.",2024-08-11
1075,423,689,5,Impossible à lâcher ! Un vrai page-turner.,2022-06-21
1076,212,990,2,,2018-10-03
1077,103,941,4,"Très bien écrit, une lecture agréable.",2022-12-18
1078,53,97,4,,2023-07-19
1079,41,478,4,"Un chef-d'œuvre absolu, à lire absolument.",2022-02-24
1080,201,435,4,Une œuvre marquante qui laisse une empreinte durable.,2023-01-28
1081,481,632,3,,2015-10-29
1082,333,253,3,Passionnant du début à la fin.,2021-07-09
1083,264,287,3,,2022-09-02
1084,252,626,1,,2022-06-12
1085,308,285,5,,2017-07-10
1086,252,370,3,"Un chef-d'œuvre absolu, à lire absolument.",2022-06-22
1087,381,111,4,,2017-10-24
1088,379,352,2,"J'ai adoré les personnages, très bien construits.",2018-09-13
1089,213,463,5,Passionnant du début à la fin.,2015-07-14
1090,417,826,5,"Excellent livre, je le recommande vivement !",2019-02-21
1091,207,514,4,,2023-11-09
1092,35,129,5,Passionnant du début à la fin.,2016-09-13
1093,146,870,5,Impossible à lâcher ! Un vrai page-turner.,2021-10-08
1094,37,513,4,Très instructif et bien documenté.,2020-08-31
1095,122,520,4,,2015-01-17
1096,465,731,2,,2021-08-01
1097,240,453,4,"Très bien écrit, une lecture agréable.",2017-10-04
1098,205,744,2,"Plutôt moyen, rien d'exceptionnel.",2019-08-23
1099,430,355,2,"Décevant, je m'attendais à mieux.",2016-07-02
1100,361,970,5,Très instructif et bien documenté.,2022-05-08
1101,168,673,3,Une œuvre marquante qui laisse une empreinte durable.,2024-02-19
1102,13,911,5,,2018-06-02
1103,288,877,3,"Un chef-d'œuvre absolu, à lire absolument.",2022-07-11
1104,437,763,5,Passionnant du début à la fin.,2020-02-20
1105,246,854,5,"Une belle découverte, l'auteur a beaucoup de talent.",2015-11-11
1106,370,903,3,"Une belle découverte, l'auteur a beaucoup de talent.",2018-11-06
1107,321,349,1,"Excellent livre, je le recommande vivement !",2022-12-06
1108,459,597,5,Très instructif et bien documenté.,2018-11-20
1109,369,410,5,"Décevant, je m'attendais à mieux.",2017-05-03
1110,289,714,4,Passionnant du début à la fin.,2023-06-27
1111,303,775,3,"Très bien écrit, une lecture agréable.",2021-06-30
1112,400,292,2,"Excellent livre, je le recommande vivement !",2019-08-28
1113,197,109,4,"Un chef-d'œuvre absolu, à lire absolument.",2019-08-06
1114,18,723,4,"Plutôt moyen, rien d'exceptionnel.",2016-07-10
1115,1,685,2,"Un chef-d'œuvre absolu, à lire absolument.",2022-02-09
1116,365,220,4,"Très bien écrit, une lecture agréable.",2016-10-08
1117,6,777,5,"Une belle découverte, l'auteur a beaucoup de talent.",2024-07-23
1118,245,439,5,"Excellent livre, je le recommande vivement !",2017-03-27
1119,332,455,3,Impossible à lâcher ! Un vrai page-turner.,2017-07-05
1120,459,385,4,"Plutôt moyen, rien d'exceptionnel.",2022-03-08
1121,52,594,4,,2019-07-20
1122,338,878,3,"Un chef-d'œuvre absolu, à lire absolument.",2021-08-09
1123,209,501,4,"Une belle découverte, l'auteur a beaucoup de talent.",2024-03-07
1124,231,207,4,,2017-10-26
1125,372,612,1,Passionnant du début à la fin.,2018-01-13
1126,218,916,4,"J'ai adoré les personnages, très bien construits.",2017-09-14
1127,368,677,2,Impossible à lâcher ! Un vrai page-turner.,2019-10-23
1128,274,128,2,,2017-05-19
1129,49,140,5,"Une belle découverte, l'auteur a beaucoup de talent.",2024-05-30
1130,452,430,2,"Plutôt moyen, rien d'exceptionnel.",2023-09-20
1131,261,917,1,,2018-09-04
1132,265,53,3,Histoire intéressante mais style un peu lourd.,2019-05-01
1133,63,852,3,"J'ai adoré les personnages, très bien construits.",2015-02-23
1134,21,27,2,"Excellent livre, je le recommande vivement !",2024-12-20
1135,474,36,4,Passionnant du début à la fin.,2017-11-21
1136,201,452,5,Une œuvre marquante qui laisse une empreinte durable.,2018-06-19
1137,373,509,3,Très instructif et bien documenté.,2017-08-08
1138,420,588,4,,2021-10-11
1139,142,108,3,Passionnant du début à la fin.,2021-06-14
1140,194,510,2,"Très bien écrit, une lecture agréable.",2017-04-03
1141,492,14,4,,2022-05-28
1142,278,653,3,"Décevant, je m'attendais à mieux.",2019-01-08
1143,323,70,2,Très instructif et bien documenté.,2022-05-11
1144,22,202,5,"J'ai adoré les personnages, très bien construits.",2015-02-28
1145,296,301,3,"Très bien écrit, une lecture agréable.",2024-04-05
1146,93,322,4,"J'ai adoré les personnages, très bien construits.",2024-03-14
1147,302,38,5,"Décevant, je m'attendais à mieux.",2017-10-08
1148,286,556,5,"Plutôt moyen, rien d'exceptionnel.",2019-05-14
1149,437,441,1,"Décevant, je m'attendais à mieux.",2024-06-08
1150,373,537,4,"Très bien écrit, une lecture agréable.",2017-04-07
1151,400,972,5,,2017-05-20
1152,289,627,5,"Un chef-d'œuvre absolu, à lire absolument.",2020-12-26
1153,237,294,3,"Un chef-d'œuvre absolu, à lire absolument.",2015-03-29
1154,271,103,4,"Décevant, je m'attendais à mieux.",2022-09-29
1155,388,583,4,Une œuvre marquante qui laisse une empreinte durable.,2024-03-08
1156,230,723,1,"Une belle découverte, l'auteur a beaucoup de talent.",2017-09-19
1157,262,171,5,Passionnant du début à la fin.,2018-06-19
1158,287,82,4,,2017-07-03
1159,423,888,2,Impossible à lâcher ! Un vrai page-turner.,2019-08-27
1160,29,350,4,"Plutôt moyen, rien d'exceptionnel.",2020-07-13
1161,37,608,2,Une œuvre marquante qui laisse une empreinte durable.,2021-04-07
1162,283,622,2,,2017-07-21
1163,31,944,3,"Plutôt moyen, rien d'exceptionnel.",2018-08-02
1164,412,449,3,Très instructif et bien documenté.,2023-06-09
1165,465,191,3,"Un chef-d'œuvre absolu, à lire absolument.",2019-09-07
1166,7,388,4,"Très bien écrit, une lecture agréable.",2021-09-01
1167,447,659,3,"Plutôt moyen, rien d'exceptionnel.",2022-06-06
1168,476,180,4,"Plutôt moyen, rien d'exceptionnel.",2015-09-20
1169,97,946,4,"Une belle découverte, l'auteur a beaucoup de talent.",2020-05-06
1170,486,265,4,,2023-05-10
1171,159,324,3,"Décevant, je m'attendais à mieux.",2018-12-26
1172,228,737,3,Une œuvre marquante qui laisse une empreinte durable.,2024-02-04
1173,486,844,4,,2024-08-07
1174,166,143,5,Très instructif et bien documenté.,2021-06-06
1175,496,50,5,Passionnant du début à la fin.,2016-03-02
1176,391,948,2,,2023-04-02
1177,222,488,5,Impossible à lâcher ! Un vrai page-turner.,2024-09-11
1178,177,77,3,"J'ai adoré les personnages, très bien construits.",2019-09-19
1179,254,38,4,,2019-08-22
1180,385,887,5,Très instructif et bien documenté.,2021-02-08
1181,104,517,5,Très instructif et bien documenté.,2017-07-03
1182,133,445,3,,2023-07-08
1183,249,328,4,"Un chef-d'œuvre absolu, à lire absolument.",2022-01-06
1184,154,765,5,"Un chef-d'œuvre absolu, à lire absolument.",2022-09-19
1185,124,875,3,"Décevant, je m'attendais à mieux.",2017-09-27
1186,154,639,5,Histoire intéressante mais style un peu lourd.,2023-08-18
1187,165,463,2,,2024-09-07
1188,451,895,3,Impossible à lâcher ! Un vrai page-turner.,2022-02-26
1189,69,413,3,Une œuvre marquante qui laisse une empreinte durable.,2017-04-09
1190,412,171,5,"J'ai adoré les personnages, très bien construits.",2024-10-19
1191,465,149,4,Une œuvre marquante qui laisse une empreinte durable.,2020-11-21
1192,383,688,4,,2022-09-19
1193,262,932,4,"Plutôt moyen, rien d'exceptionnel.",2023-04-02
1194,129,493,4,"Un chef-d'œuvre absolu, à lire absolument.",2022-02-04
1195,241,26,3,Une œuvre marquante qui laisse une empreinte durable.,2018-02-17
1196,241,574,5,"J'ai adoré les personnages, très bien construits.",2017-01-29
1197,212,540,2,"Un chef-d'œuvre absolu, à lire absolument.",2016-05-18
1198,408,626,3,Histoire intéressante mais style un peu lourd.,2016-01-05
1199,396,814,5,,2022-11-14
1200,115,143,4,"Une belle découverte, l'auteur a beaucoup de talent.",2017-01-29
1201,179,247,4,"J'ai adoré les personnages, très bien construits.",2016-01-24
1202,467,514,4,Histoire intéressante mais style un peu lourd.,2015-09-21
1203,432,553,4,Impossible à lâcher ! Un vrai page-turner.,2024-12-15
1204,473,939,3,"Excellent livre, je le recommande vivement !",2015-07-29
1205,456,238,3,"Un chef-d'œuvre absolu, à lire absolument.",2016-10-11
1206,259,155,4,,2022-06-28
1207,156,892,4,"Plutôt moyen, rien d'exceptionnel.",2021-07-01
1208,417,774,4,"Plutôt moyen, rien d'exceptionnel.",2016-02-15
1209,219,849,5,"Une belle découverte, l'auteur a beaucoup de talent.",2022-05-03
1210,72,95,3,Passionnant du début à la fin.,2015-09-02
1211,269,428,3,Impossible à lâcher ! Un vrai page-turner.,2018-07-09
1212,198,300,5,"Plutôt moyen, rien d'exceptionnel.",2019-05-03
1213,26,702,4,Impossible à lâcher ! Un vrai page-turner.,2016-12-17
1214,108,21,4,Impossible à lâcher ! Un vrai page-turner.,2019-12-05
1215,91,534,4,Histoire intéressante mais style un peu lourd.,2019-06-07
1216,240,956,5,"Un chef-d'œuvre absolu, à lire absolument.",2015-11-16
1217,204,208,3,Histoire intéressante mais style un peu lourd.,2019-05-06
1218,22,106,4,"Décevant, je m'attendais à mieux.",2020-10-06
1219,394,15,3,"Une belle découverte, l'auteur a beaucoup de talent.",2018-06-30
1220,312,51,4,Une œuvre marquante qui laisse une empreinte durable.,2020-08-08
1221,145,585,2,,2024-01-19
1222,123,261,5,Une œuvre marquante qui laisse une empreinte durable.,2015-05-22
1223,118,966,2,"J'ai adoré les personnages, très bien construits.",2016-02-06
1224,199,422,3,"Décevant, je m'attendais à mieux.",2023-06-07
1225,498,148,4,Passionnant du début à la fin.,2018-06-07
1226,38,298,5,Passionnant du début à la fin.,2020-02-02
1227,316,936,5,"Décevant, je m'attendais à mieux.",2016-10-28
1228,459,589,4,"Très bien écrit, une lecture agréable.",2022-02-09
1229,1,524,3,"Excellent livre, je le recommande vivement !",2019-04-17
1230,375,793,4,,2022-05-26
1231,405,62,3,"Excellent livre, je le recommande vivement !",2018-04-28
1232,215,606,1,,2017-12-08
1233,314,676,3,Une œuvre marquante qui laisse une empreinte durable.,2021-12-31
1234,55,931,5,"Décevant, je m'attendais à mieux.",2018-07-03
1235,143,75,5,Une œuvre marquante qui laisse une empreinte durable.,2020-07-06
1236,280,558,3,"Un chef-d'œuvre absolu, à lire absolument.",2024-07-06
1237,424,152,5,"Excellent livre, je le recommande vivement !",2024-10-23
1238,91,934,4,,2017-05-16
1239,397,538,4,"J'ai adoré les personnages, très bien construits.",2017-11-07
1240,434,856,1,,2015-10-05
1241,329,948,1,"Décevant, je m'attendais à mieux.",2021-11-30
1242,265,384,1,Une œuvre marquante qui laisse une empreinte durable.,2015-04-15
1243,178,655,5,,2019-10-10
1244,223,456,2,"Un chef-d'œuvre absolu, à lire absolument.",2017-06-29
1245,337,204,5,"Très bien écrit, une lecture agréable.",2017-11-09
1246,234,589,5,"J'ai adoré les personnages, très bien construits.",2024-02-02
1247,34,175,4,Impossible à lâcher ! Un vrai page-turner.,2022-10-17
1248,85,300,5,"Décevant, je m'attendais à mieux.",2015-01-24
1249,421,802,3,Impossible à lâcher ! Un vrai page-turner.,2015-10-23
1250,183,806,4,,2021-07-30
1251,441,697,4,,2019-12-10
1252,447,402,4,,2024-02-22
1253,81,428,4,,2015-07-06
1254,436,336,5,"Un chef-d'œuvre absolu, à lire absolument.",2022-12-28
1255,70,286,5,"Un chef-d'œuvre absolu, à lire absolument.",2024-12-13
1256,308,303,3,"J'ai adoré les personnages, très bien construits.",2023-06-01
1257,87,375,1,"Plutôt moyen, rien d'exceptionnel.",2017-10-23
1258,308,407,5,"Un chef-d'œuvre absolu, à lire absolument.",2021-04-17
1259,118,518,5,Une œuvre marquante qui laisse une empreinte durable.,2024-06-01
1260,119,494,4,"Un chef-d'œuvre absolu, à lire absolument.",2021-09-07
1261,300,607,3,Impossible à lâcher ! Un vrai page-turner.,2023-06-30
1262,183,756,4,,2015-04-18
1263,268,421,4,Histoire intéressante mais style un peu lourd.,2021-03-29
1264,211,672,3,,2022-04-11
1265,24,528,3,,2015-08-23
1266,387,850,3,"Plutôt moyen, rien d'exceptionnel.",2022-05-30
1267,55,343,4,"Très bien écrit, une lecture agréable.",2021-03-31
1268,65,934,3,"Très bien écrit, une lecture agréable.",2015-09-01
1269,315,54,4,"Plutôt moyen, rien d'exceptionnel.",2021-06-02
1270,354,238,4,"Plutôt moyen, rien d'exceptionnel.",2016-05-26
1271,249,963,3,"Excellent livre, je le recommande vivement !",2017-03-31
1272,364,263,4,Impossible à lâcher ! Un vrai page-turner.,2022-09-18
1273,142,938,5,Une œuvre marquante qui laisse une empreinte durable.,2020-06-16
1274,387,214,4,Très instructif et bien documenté.,2019-03-30
1275,208,387,5,"Un chef-d'œuvre absolu, à lire absolument.",2019-06-01
1276,194,748,2,"Plutôt moyen, rien d'exceptionnel.",2017-12-14
1277,54,152,1,,2015-01-07
1278,99,447,4,Une œuvre marquante qui laisse une empreinte durable.,2016-09-22
1279,183,861,5,Une œuvre marquante qui laisse une empreinte durable.,2021-07-26
1280,321,289,1,"Un chef-d'œuvre absolu, à lire absolument.",2023-09-05
1281,187,120,4,,2021-10-25
1282,397,726,3,Passionnant du début à la fin.,2016-06-26
1283,354,941,4,Impossible à lâcher ! Un vrai page-turner.,2015-07-30
1284,112,683,5,"Une belle découverte, l'auteur a beaucoup de talent.",2020-04-08
1285,268,72,4,,2024-05-09
1286,332,567,2,"Plutôt moyen, rien d'exceptionnel.",2019-04-28
1287,81,625,5,"Un chef-d'œuvre absolu, à lire absolument.",2023-06-24
1288,314,226,1,Passionnant du début à la fin.,2017-09-11
1289,307,376,2,"Une belle découverte, l'auteur a beaucoup de talent.",2015-06-21
1290,268,670,4,"Décevant, je m'attendais à mieux.",2021-09-23
1291,413,573,5,Histoire intéressante mais style un peu lourd.,2022-11-26
1292,443,31,2,Très instructif et bien documenté.,2020-06-25
1293,428,738,3,Histoire intéressante mais style un peu lourd.,2023-02-27
1294,251,207,4,"Plutôt moyen, rien d'exceptionnel.",2015-06-01
1295,142,780,4,Très instructif et bien documenté.,2019-09-05
1296,235,547,2,"Une belle découverte, l'auteur a beaucoup de talent.",2024-08-24
1297,173,589,4,Très instructif et bien documenté.,2019-04-26
1298,49,799,5,Une œuvre marquante qui laisse une empreinte durable.,2017-10-24
1299,11,352,4,"Une belle découverte, l'auteur a beaucoup de talent.",2021-01-26
1300,463,870,5,,2015-07-29
1301,266,887,5,"Très bien écrit, une lecture agréable.",2022-11-30
1302,346,509,5,Très instructif et bien documenté.,2022-03-02
1303,143,912,3,"J'ai adoré les personnages, très bien construits.",2016-10-23
1304,413,107,5,Impossible à lâcher ! Un vrai page-turner.,2020-02-13
1305,339,465,5,"Une belle découverte, l'auteur a beaucoup de talent.",2021-06-18
1306,302,104,4,"Décevant, je m'attendais à mieux.",2017-08-06
1307,211,254,3,,2015-05-12
1308,136,551,5,Impossible à lâcher ! Un vrai page-turner.,2023-01-03
1309,215,461,5,,2016-08-18
1310,198,336,5,Impossible à lâcher ! Un vrai page-turner.,2024-04-30
1311,35,567,5,Très instructif et bien documenté.,2024-06-02
1312,61,171,5,Très instructif et bien documenté.,2022-03-11
1313,435,547,4,"Décevant, je m'attendais à mieux.",2017-11-23
1314,296,979,4,,2024-11-10
1315,208,27,4,"J'ai adoré les personnages, très bien construits.",2022-10-20
1316,179,694,5,Passionnant du début à la fin.,2017-03-02
1317,239,731,3,Histoire intéressante mais style un peu lourd.,2017-05-28
1318,234,921,4,,2018-08-07
1319,189,580,4,"Plutôt moyen, rien d'exceptionnel.",2024-03-19
1320,64,446,5,Histoire intéressante mais style un peu lourd.,2021-02-20
1321,364,945,5,Histoire intéressante mais style un peu lourd.,2015-01-10
1322,3,61,5,"Plutôt moyen, rien d'exceptionnel.",2019-02-22
1323,211,47,2,"Très bien écrit, une lecture agréable.",2015-07-28
1324,373,433,3,"Plutôt moyen, rien d'exceptionnel.",2023-08-15
1325,311,498,3,"J'ai adoré les personnages, très bien construits.",2016-10-22
1326,91,751,4,Passionnant du début à la fin.,2023-05-27
1327,406,313,3,"J'ai adoré les personnages, très bien construits.",2017-12-31
1328,133,603,5,"J'ai adoré les personnages, très bien construits.",2021-09-20
1329,77,918,5,,2024-07-24
1330,329,942,4,"Une belle découverte, l'auteur a beaucoup de talent.",2019-07-29
1331,324,844,5,"Plutôt moyen, rien d'exceptionnel.",2023-03-21
1332,482,376,4,Impossible à lâcher ! Un vrai page-turner.,2022-11-16
1333,482,684,5,Une œuvre marquante qui laisse une empreinte durable.,2020-06-06
1334,466,69,5,Passionnant du début à la fin.,2017-02-07
1335,499,602,5,,2022-04-06
1336,366,605,2,"Plutôt moyen, rien d'exceptionnel.",2020-02-26
1337,62,572,3,"Excellent livre, je le recommande vivement !",2023-08-12
1338,326,110,4,"J'ai adoré les personnages, très bien construits.",2015-03-24
1339,132,63,5,,2019-03-25
1340,489,813,2,"Un chef-d'œuvre absolu, à lire absolument.",2016-02-12
1341,210,699,4,Passionnant du début à la fin.,2016-08-27
